timestamp,MTL,BUF,entropy,metadata
13:49:45,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:50:16,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:50:46,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:51:17,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:51:47,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:52:17,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:52:48,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:53:18,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:53:49,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:54:19,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:54:50,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:55:20,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:55:51,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:56:21,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:56:52,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:57:22,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:57:52,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:58:23,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:58:53,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:59:24,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
13:59:54,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:00:24,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:00:55,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:01:25,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:01:56,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:02:26,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:02:57,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:03:27,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:03:57,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:04:28,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:04:58,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:05:28,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:05:59,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:06:29,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:07:00,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
14:07:31,"{'H': 1.2364, 'psi_sq': 63.56, 'strike': 80.5, 'amp': 1.266}","{'H': 1.2197, 'psi_sq': 63.39, 'strike': 74.48, 'amp': 1.175}",0.685,"{'Hamiltonian': 'Total system energy (Kinetic + Potential).', 'Psi_Squared': 'Probability density of a state-change event (Goal).', 'Entropy': 'Measure of system chaos vs stability.', 'Road_Warrior_Bias': 'Multiplier for Buffalo road dominance (4-1 in playoffs).'}"
